11,-9
11,-9
11,-9
9,-11
11,-9
11,-9
9,-11
11,-9
11,-9
11,-9
11,-9
11,-9
11,-9
9,-11
33,-3
11,-9
11,-9
11,-9
11,-9
11,-9
9,-11
9,-11
33,-3
11,-9
9,-11
11,-9
3,-33
11,-9
11,-9
3,-33
3,-33
11,-9
11,-9
9,-11
9,-11
9,-11
9,-11
11,-9
9,-11
33,-3
11,-9
11,-9
11,-9
9,-11
11,-9
11,-9
11,-9
10,-10
20,-5
5,-20
10,-10
20,-5
10,-10
10,-10
10,-10
20,-5
10,-10
10,-10
20,-5
20,-5
10,-10
10,-10
10,-10
5,-20
10,-10
10,-10
10,-10
10,-10
20,-5
10,-10
10,-10
10,-10
10,-10
10,-10
25,-4
10,-10
25,-4
5,-20
10,-10
20,-5
20,-5
25,-4
25,-4
20,-5
20,-5
20,-5
20,-5
20,-5
20,-5
20,-5
25,-4
25,-4
10,-10
20,-5
20,-5
20,-5
20,-5
20,-5
25,-4
20,-5
20,-5
25,-4
10,-10
10,-10
20,-5
20,-5
20,-5
20,-5
20,-5
20,-5
20,-5
20,-5
20,-5
20,-5
20,-5
20,-5
20,-5
10,-10
25,-4
20,-5
20,-5
20,-5
20,-5
10,-10
20,-5
20,-5
20,-5
25,-4
20,-5
20,-5
20,-5
20,-5
10,-10
5,-20
20,-5
10,-10
10,-10
25,-4
10,-10
10,-10
10,-10
10,-10
4,-25
20,-5
20,-5
20,-5
20,-5
25,-4
20,-5
20,-5
10,-10
10,-10
10,-10
20,-5
10,-10
10,-10
10,-10
25,-4
20,-5
20,-5
25,-4
20,-5
25,-4
10,-10
20,-5
20,-5
4,-25
10,-10
25,-4
25,-4
10,-10
10,-10
10,-10
10,-10
20,-5
25,-4
20,-5
25,-4
20,-5
20,-5
10,-10
20,-5
20,-5
20,-5
20,-5
20,-5
5,-20
10,-10
10,-10
20,-5
10,-10
20,-5
20,-5
10,-10
10,-10
10,-10
20,-5
25,-4
5,-20
25,-4
10,-10
25,-4
20,-5
20,-5
20,-5
20,-5
25,-4
5,-20
5,-20
25,-4
20,-5
10,-10
20,-5
10,-10
20,-5
5,-20
10,-10
10,-10
10,-10
25,-4
25,-4
10,-10
10,-10
20,-5
20,-5
20,-5
10,-10
20,-5
25,-4
20,-5
20,-5
25,-4
